id,fullName,season,age,weight,height,timeOnIce,assists,goals,pim,shots,games,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,penaltyMinutes,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,plusMinus,points,shifts,ot,shutouts,wins,losses,saves,powerPlaySaves,shortHandedSaves,evenSaves,shortHandedShots,evenShots,powerPlayShots,savePercentage,goalAgainstAverage,gamesStarted,shotsAgainst,goalsAgainst,powerPlaySavePercentage,shortHandedSavePercentage,evenStrengthSavePercentage,ties
8474636,Michael Hutchinson,2018 - 2019,28-335d,201,"6' 3""",201:14,,,,,4,,,,,,,,,,,,,,,,,,2.0,0.0,1.0,1.0,73.0,9.0,5.0,59.0,6.0,67.0,14.0,0.83908,4.174259,3.0,87.0,14.0,64.28571428571429,83.33333333333334,88.05970149253731,0.0
8478470,Sam Montembeault,2018 - 2019,22-92d,214,"6' 3""",591:24,,,,,11,,,,,,,,,,,,,,,,,,2.0,0.0,4.0,3.0,252.0,22.0,11.0,219.0,11.0,244.0,27.0,0.893617,3.043625,10.0,282.0,30.0,81.48148148148148,100.0,89.75409836065575,0.0
8478470,Sam Montembeault,2019 - 2020,23-92d,214,"6' 3""",700:45,,,,,14,,,,,,,,,,,,,,,,,,1.0,0.0,5.0,5.0,317.0,38.0,10.0,269.0,10.0,300.0,46.0,0.89,3.3393,9.0,356.0,39.0,82.6086956521739,100.0,89.66666666666666,0.0
8470619,Brian Boyle,2019 - 2020,35-43d,245,"6' 6""",482:38,9.0,6.0,17.0,56.0,39,65.0,1.0,1.0,34:35,427:58,17,52.39,10.7,1.0,0.0,0.0,0.0,20:05,34.0,-5.0,15.0,641.0,,,,,,,,,,,,,,,,,,,,
8471873,Anton Stralman,2019 - 2020,33-182d,193,"5' 11""",1453:31,14.0,5.0,14.0,89.0,69,68.0,0.0,0.0,05:55,1275:40,14,0.0,5.6,3.0,0.0,0.0,1.0,171:56,96.0,-6.0,19.0,1785.0,,,,,,,,,,,,,,,,,,,,
8471873,Anton Stralman,2020 - 2021,34-183d,193,"5' 11""",720:05,6.0,3.0,8.0,38.0,38,37.0,0.0,0.0,27:15,630:32,8,0.0,7.9,0.0,0.0,0.0,0.0,62:18,30.0,-1.0,9.0,950.0,,,,,,,,,,,,,,,,,,,,
8475287,Erik Haula,2019 - 2020,28-314d,191,"5' 11""",109:44,2.0,0.0,2.0,14.0,7,9.0,0.0,0.0,05:45,94:02,2,55.81,0.0,0.0,0.0,0.0,0.0,09:57,4.0,0.0,2.0,159.0,,,,,,,,,,,,,,,,,,,,
8475792,Brett Connolly,2019 - 2020,27-273d,198,"6' 3""",1000:06,14.0,19.0,26.0,117.0,69,56.0,4.0,6.0,90:06,909:23,26,35.29,16.2,3.0,0.0,0.0,0.0,00:37,17.0,-3.0,33.0,1263.0,,,,,,,,,,,,,,,,,,,,
8475792,Brett Connolly,2020 - 2021,28-274d,198,"6' 3""",264:26,2.0,2.0,2.0,16.0,21,25.0,0.0,0.0,12:41,251:31,2,27.27,12.5,0.0,0.0,0.0,0.0,00:14,5.0,4.0,4.0,344.0,,,,,,,,,,,,,,,,,,,,
8476952,Dominic Toninato,2019 - 2020,25-327d,191,"6' 2""",512:32,7.0,4.0,37.0,38.0,46,57.0,0.0,0.0,04:50,487:41,37,47.06,10.5,0.0,0.0,0.0,0.0,20:01,28.0,4.0,11.0,711.0,,,,,,,,,,,,,,,,,,,,
8478027,Lucas Wallmark,2019 - 2020,24-148d,178,"6' 0""",87:13,1.0,1.0,0.0,5.0,7,9.0,0.0,0.0,03:24,74:53,0,52.94,20.0,0.0,0.0,0.0,0.0,08:56,5.0,0.0,2.0,136.0,,,,,,,,,,,,,,,,,,,,
8478027,Lucas Wallmark,2020 - 2021,25-148d,178,"6' 0""",42:05,0.0,0.0,0.0,1.0,4,5.0,0.0,0.0,00:09,38:06,0,57.89,0.0,0.0,0.0,0.0,0.0,03:50,1.0,-2.0,0.0,60.0,,,,,,,,,,,,,,,,,,,,
8478569,Noel Acciari,2019 - 2020,28-61d,209,"5' 10""",1053:47,7.0,20.0,21.0,108.0,66,121.0,0.0,0.0,05:27,880:50,21,47.98,18.5,5.0,0.0,1.0,1.0,167:30,103.0,2.0,27.0,1429.0,,,,,,,,,,,,,,,,,,,,
8478569,Noel Acciari,2020 - 2021,29-61d,209,"5' 10""",631:08,7.0,4.0,9.0,68.0,41,91.0,1.0,3.0,18:36,502:55,9,52.41,5.9,1.0,0.0,0.0,1.0,109:37,63.0,0.0,11.0,847.0,,,,,,,,,,,,,,,,,,,,
8478569,Noel Acciari,2021 - 2022,30-61d,209,"5' 10""",239:40,5.0,3.0,11.0,32.0,20,48.0,0.0,0.0,03:15,212:36,11,50.6,9.4,1.0,0.0,0.0,0.0,23:49,16.0,2.0,8.0,325.0,,,,,,,,,,,,,,,,,,,,
8478839,Aleksi Saarela,2019 - 2020,23-23d,200,"5' 10""",110:14,2.0,2.0,0.0,15.0,9,1.0,0.0,1.0,02:49,107:25,0,35.29,13.3,0.0,0.0,0.0,0.0,00:00,3.0,2.0,4.0,134.0,,,,,,,,,,,,,,,,,,,,
8475683,Sergei Bobrovsky,2019 - 2020,31-132d,182,"6' 2""",2805:59,,,,,50,,,,,,,,,,,,,,,,,,6.0,1.0,23.0,19.0,1354.0,190.0,48.0,1116.0,51.0,1236.0,218.0,0.9,3.2288,49.0,1505.0,151.0,87.1559633027523,94.11764705882352,90.29126213592234,0.0
8475683,Sergei Bobrovsky,2020 - 2021,32-133d,182,"6' 2""",1816:28,,,,,31,,,,,,,,,,,,,,,,,,2.0,0.0,19.0,8.0,847.0,131.0,40.0,676.0,42.0,741.0,152.0,0.906,2.9067,30.0,935.0,88.0,86.18421052631578,95.23809523809523,91.22807017543859,0.0
8475683,Sergei Bobrovsky,2021 - 2022,33-132d,182,"6' 2""",3082:10,,,,,54,,,,,,,,,,,,,,,,,,3.0,3.0,39.0,7.0,1429.0,231.0,42.0,1156.0,47.0,1262.0,257.0,0.913,2.66696,53.0,1566.0,137.0,89.88326848249028,89.36170212765957,91.60063391442155,0.0
8476904,Chris Driedger,2019 - 2020,25-257d,208,"6' 4""",642:40,,,,,12,,,,,,,,,,,,,,,,,,1.0,1.0,7.0,2.0,332.0,37.0,8.0,287.0,9.0,304.0,41.0,0.938,2.0539,11.0,354.0,22.0,90.2439024390244,88.88888888888889,94.4078947368421,0.0
8476904,Chris Driedger,2020 - 2021,26-258d,208,"6' 4""",1361:36,,,,,23,,,,,,,,,,,,,,,,,,3.0,3.0,14.0,6.0,593.0,81.0,18.0,494.0,19.0,529.0,92.0,0.927,2.0711,23.0,640.0,47.0,88.04347826086956,94.73684210526315,93.38374291115312,0.0
8471887,Patric Hornqvist,2020 - 2021,34-30d,189,"5' 11""",738:28,18.0,14.0,39.0,145.0,44,80.0,8.0,12.0,180:27,557:39,39,14.29,9.7,2.0,0.0,0.0,0.0,00:22,23.0,-3.0,32.0,871.0,,,,,,,,,,,,,,,,,,,,
8471887,Patric Hornqvist,2021 - 2022,35-30d,189,"5' 11""",823:34,17.0,11.0,19.0,165.0,65,112.0,3.0,7.0,137:27,686:01,19,38.1,6.7,0.0,0.0,0.0,0.0,00:06,23.0,-5.0,28.0,1097.0,,,,,,,,,,,,,,,,,,,,
8475246,Kevin Connauton,2020 - 2021,30-342d,205,"6' 2""",99:30,1.0,0.0,7.0,5.0,7,12.0,0.0,0.0,00:16,96:27,7,0.0,0.0,0.0,0.0,0.0,0.0,02:47,3.0,4.0,1.0,135.0,,,,,,,,,,,,,,,,,,,,
8475246,Kevin Connauton,2021 - 2022,31-342d,205,"6' 2""",156:11,0.0,0.0,2.0,14.0,13,28.0,0.0,0.0,00:45,153:28,2,0.0,0.0,0.0,0.0,0.0,0.0,01:58,9.0,4.0,0.0,231.0,,,,,,,,,,,,,,,,,,,,
8475462,Radko Gudas,2020 - 2021,30-240d,208,"6' 0""",948:45,9.0,2.0,40.0,84.0,54,250.0,0.0,0.0,02:46,839:42,40,0.0,2.4,1.0,0.0,0.0,0.0,106:17,72.0,6.0,11.0,1283.0,,,,,,,,,,,,,,,,,,,,
8475462,Radko Gudas,2021 - 2022,31-240d,208,"6' 0""",1387:12,13.0,3.0,105.0,100.0,77,355.0,0.0,0.0,02:46,1223:40,105,0.0,3.0,0.0,0.0,1.0,1.0,160:46,118.0,27.0,16.0,1961.0,,,,,,,,,,,,,,,,,,,,
8476994,Vinnie Hinostroza,2020 - 2021,26-303d,183,"5' 10""",88:32,0.0,0.0,0.0,6.0,9,3.0,0.0,0.0,00:12,86:47,0,20.0,0.0,0.0,0.0,0.0,0.0,01:33,1.0,-2.0,0.0,122.0,,,,,,,,,,,,,,,,,,,,
8477038,Nikita Gusev,2020 - 2021,28-207d,163,"5' 9""",174:17,3.0,2.0,2.0,27.0,11,2.0,0.0,1.0,32:15,142:02,2,0.0,7.4,0.0,0.0,0.0,0.0,00:00,0.0,0.0,5.0,206.0,,,,,,,,,,,,,,,,,,,,
8477407,Anthony Duclair,2020 - 2021,25-158d,197,"5' 11""",674:26,22.0,10.0,18.0,104.0,43,32.0,1.0,2.0,57:02,592:31,18,0.0,9.6,1.0,0.0,0.0,1.0,24:53,9.0,27.0,32.0,900.0,,,,,,,,,,,,,,,,,,,,
8477407,Anthony Duclair,2021 - 2022,26-158d,197,"5' 11""",1109:45,27.0,31.0,30.0,167.0,74,38.0,9.0,21.0,188:45,912:33,30,50.0,18.6,5.0,1.0,0.0,0.0,08:27,16.0,19.0,58.0,1369.0,,,,,,,,,,,,,,,,,,,,
8477409,Carter Verhaeghe,2020 - 2021,25-170d,180,"6' 2""",762:32,18.0,18.0,31.0,107.0,43,33.0,1.0,2.0,58:53,693:10,31,46.94,16.8,3.0,0.0,1.0,1.0,10:29,14.0,24.0,36.0,932.0,,,,,,,,,,,,,,,,,,,,
8477409,Carter Verhaeghe,2021 - 2022,26-170d,180,"6' 2""",1252:08,31.0,24.0,48.0,167.0,78,50.0,0.0,3.0,85:31,1143:03,48,65.52,14.4,4.0,1.0,0.0,0.0,23:34,16.0,24.0,55.0,1582.0,,,,,,,,,,,,,,,,,,,,
8477505,Alex Wennberg,2020 - 2021,26-131d,190,"6' 2""",1017:21,12.0,17.0,8.0,82.0,56,29.0,3.0,6.0,107:47,766:55,8,49.24,20.7,2.0,1.0,1.0,1.0,142:39,36.0,6.0,29.0,1290.0,,,,,,,,,,,,,,,,,,,,
8477935,Sam Bennett,2020 - 2021,24-225d,195,"6' 1""",180:35,9.0,6.0,33.0,39.0,10,29.0,1.0,3.0,36:15,126:59,33,46.22,15.4,3.0,1.0,0.0,0.0,17:21,1.0,12.0,15.0,227.0,,,,,,,,,,,,,,,,,,,,
8477935,Sam Bennett,2021 - 2022,25-224d,195,"6' 1""",1202:57,21.0,28.0,74.0,241.0,71,119.0,5.0,9.0,156:17,991:59,74,46.86,11.6,7.0,1.0,0.0,1.0,54:41,27.0,27.0,49.0,1494.0,,,,,,,,,,,,,,,,,,,,
8477986,Brandon Montour,2020 - 2021,26-295d,194,"6' 0""",243:51,2.0,2.0,16.0,22.0,12,19.0,0.0,0.0,19:09,206:10,16,0.0,9.1,0.0,0.0,0.0,0.0,18:32,9.0,8.0,4.0,311.0,,,,,,,,,,,,,,,,,,,,
8477986,Brandon Montour,2021 - 2022,27-295d,194,"6' 0""",1449:51,26.0,11.0,48.0,153.0,81,64.0,1.0,8.0,111:08,1288:52,48,0.0,7.2,1.0,1.0,0.0,0.0,49:51,65.0,15.0,37.0,1912.0,,,,,,,,,,,,,,,,,,,,
8478055,Gustav Forsling,2020 - 2021,24-233d,186,"6' 0""",857:33,12.0,5.0,8.0,94.0,43,30.0,1.0,4.0,19:35,730:56,8,0.0,5.3,0.0,0.0,0.0,0.0,107:02,42.0,17.0,17.0,1114.0,,,,,,,,,,,,,,,,,,,,
8478055,Gustav Forsling,2021 - 2022,25-232d,186,"6' 0""",1506:52,27.0,10.0,18.0,145.0,71,45.0,0.0,0.0,12:42,1318:29,18,0.0,6.9,1.0,1.0,0.0,0.0,175:41,86.0,41.0,37.0,2054.0,,,,,,,,,,,,,,,,,,,,
8478454,Noah Juulsen,2020 - 2021,23-304d,201,"6' 2""",47:52,0.0,0.0,0.0,5.0,4,9.0,0.0,0.0,00:00,46:40,0,0.0,0.0,0.0,0.0,0.0,0.0,01:12,4.0,-3.0,0.0,71.0,,,,,,,,,,,,,,,,,,,,
8478906,Markus Nutivaara,2020 - 2021,26-239d,187,"6' 1""",479:16,10.0,0.0,12.0,45.0,30,35.0,0.0,0.0,15:12,454:25,12,0.0,0.0,0.0,0.0,0.0,0.0,09:39,13.0,1.0,10.0,655.0,,,,,,,,,,,,,,,,,,,,
8478906,Markus Nutivaara,2021 - 2022,27-239d,187,"6' 1""",07:01,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,00:00,07:01,0,0.0,0.0,0.0,0.0,0.0,0.0,00:00,0.0,0.0,1.0,12.0,,,,,,,,,,,,,,,,,,,,
8478975,Mason Marchment,2020 - 2021,25-227d,210,"6' 4""",466:29,8.0,2.0,18.0,50.0,33,73.0,0.0,0.0,28:45,436:09,18,38.24,4.0,0.0,0.0,0.0,0.0,01:35,8.0,4.0,10.0,611.0,,,,,,,,,,,,,,,,,,,,
8478975,Mason Marchment,2021 - 2022,26-227d,210,"6' 4""",762:24,29.0,18.0,53.0,121.0,54,114.0,1.0,2.0,46:35,714:22,53,27.5,14.9,2.0,0.0,0.0,0.0,01:27,9.0,29.0,47.0,977.0,,,,,,,,,,,,,,,,,,,,
8479066,Ryan Lomberg,2020 - 2021,26-53d,187,"5' 9""",330:25,2.0,2.0,67.0,47.0,34,90.0,0.0,0.0,01:21,313:58,67,0.0,4.3,0.0,0.0,0.0,0.0,15:06,10.0,-2.0,4.0,465.0,,,,,,,,,,,,,,,,,,,,
8479066,Ryan Lomberg,2021 - 2022,27-53d,187,"5' 9""",627:20,9.0,9.0,92.0,91.0,55,117.0,0.0,0.0,00:29,559:52,92,14.29,9.9,1.0,0.0,0.0,1.0,66:59,7.0,4.0,18.0,899.0,,,,,,,,,,,,,,,,,,,,
8480037,Aleksi Heponiemi,2020 - 2021,22-22d,155,"5' 10""",110:08,1.0,1.0,2.0,15.0,9,0.0,0.0,0.0,01:28,107:22,2,0.0,6.7,1.0,1.0,0.0,0.0,01:18,1.0,1.0,2.0,150.0,,,,,,,,,,,,,,,,,,,,
8480037,Aleksi Heponiemi,2021 - 2022,23-22d,155,"5' 10""",84:10,1.0,0.0,2.0,7.0,6,0.0,0.0,1.0,00:42,81:28,2,33.33,0.0,0.0,0.0,0.0,0.0,02:00,1.0,-6.0,1.0,113.0,,,,,,,,,,,,,,,,,,,,
8480185,Eetu Luostarinen,2020 - 2021,22-151d,190,"6' 3""",578:01,5.0,3.0,12.0,34.0,44,55.0,0.0,0.0,01:35,483:20,12,47.99,8.8,1.0,0.0,0.0,0.0,93:06,25.0,-11.0,8.0,821.0,,,,,,,,,,,,,,,,,,,,
8480185,Eetu Luostarinen,2021 - 2022,23-151d,190,"6' 3""",1048:03,17.0,9.0,12.0,84.0,78,103.0,0.0,1.0,07:19,893:31,12,40.02,10.7,4.0,1.0,2.0,3.0,147:13,46.0,1.0,26.0,1509.0,,,,,,,,,,,,,,,,,,,,
8480844,Grigori Denisenko,2020 - 2021,20-221d,186,"5' 11""",83:35,4.0,0.0,2.0,6.0,7,15.0,0.0,0.0,01:10,82:25,2,50.0,0.0,0.0,0.0,0.0,0.0,00:00,2.0,1.0,4.0,115.0,,,,,,,,,,,,,,,,,,,,
8480844,Grigori Denisenko,2021 - 2022,21-220d,186,"5' 11""",15:30,0.0,0.0,2.0,3.0,1,1.0,0.0,0.0,01:01,14:29,2,0.0,0.0,0.0,0.0,0.0,0.0,00:00,2.0,0.0,0.0,18.0,,,,,,,,,,,,,,,,,,,,
8482641,Matt Kiersted,2020 - 2021,22-292d,181,"6' 0""",106:12,0.0,0.0,2.0,6.0,7,1.0,0.0,0.0,03:47,99:24,2,0.0,0.0,0.0,0.0,0.0,0.0,03:01,10.0,-4.0,0.0,139.0,,,,,,,,,,,,,,,,,,,,
8482641,Matt Kiersted,2021 - 2022,23-292d,181,"6' 0""",140:27,1.0,1.0,2.0,11.0,10,10.0,0.0,0.0,00:10,131:55,2,0.0,9.1,0.0,0.0,0.0,0.0,08:22,17.0,-8.0,2.0,188.0,,,,,,,,,,,,,,,,,,,,
8481519,Spencer Knight,2020 - 2021,19-287d,192,"6' 3""",206:54,,,,,4,,,,,,,,,,,,,,,,,,0.0,0.0,4.0,0.0,91.0,7.0,3.0,81.0,3.0,87.0,9.0,0.919,2.32,3.0,99.0,8.0,77.77777777777779,100.0,93.10344827586206,0.0
8481519,Spencer Knight,2021 - 2022,20-287d,192,"6' 3""",1740:14,,,,,32,,,,,,,,,,,,,,,,,,3.0,2.0,19.0,9.0,795.0,138.0,19.0,638.0,22.0,691.0,163.0,0.908,2.79273,27.0,876.0,81.0,84.66257668711657,86.36363636363636,92.32995658465991,0.0
8466138,Joe Thornton,2021 - 2022,42-213d,220,"6' 4""",377:36,5.0,5.0,10.0,26.0,34,20.0,3.0,3.0,44:38,332:28,10,44.0,19.2,1.0,0.0,0.0,0.0,00:30,10.0,-10.0,10.0,520.0,,,,,,,,,,,,,,,,,,,,
8473512,Claude Giroux,2021 - 2022,34-19d,190,"5' 11""",334:06,20.0,3.0,6.0,51.0,18,20.0,2.0,11.0,64:23,254:45,6,57.94,5.9,0.0,0.0,0.0,0.0,14:58,1.0,7.0,23.0,383.0,,,,,,,,,,,,,,,,,,,,
8474610,Zac Dalpe,2021 - 2022,32-91d,197,"6' 2""",06:08,0.0,0.0,0.0,0.0,1,2.0,0.0,0.0,00:00,06:08,0,25.0,0.0,0.0,0.0,0.0,0.0,00:00,1.0,-1.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,
8475279,Ben Chiarot,2021 - 2022,30-267d,232,"6' 3""",418:41,6.0,2.0,6.0,47.0,20,47.0,1.0,1.0,01:08,370:05,6,0.0,4.3,0.0,0.0,0.0,0.0,47:28,39.0,4.0,8.0,531.0,,,,,,,,,,,,,,,,,,,,
8476989,Petteri Lindbohm,2021 - 2022,28-130d,198,"6' 3""",126:30,1.0,0.0,5.0,9.0,9,25.0,0.0,0.0,00:00,123:41,5,0.0,0.0,0.0,0.0,0.0,0.0,02:49,8.0,0.0,1.0,172.0,,,,,,,,,,,,,,,,,,,,
8477462,Robert Hagg,2021 - 2022,26-357d,210,"6' 2""",208:42,1.0,0.0,10.0,14.0,16,41.0,0.0,0.0,00:00,199:53,10,0.0,0.0,0.0,0.0,0.0,0.0,08:49,11.0,0.0,1.0,289.0,,,,,,,,,,,,,,,,,,,,
8477933,Sam Reinhart,2021 - 2022,26-86d,193,"6' 2""",1385:11,49.0,33.0,13.0,186.0,78,49.0,16.0,31.0,261:20,1073:35,13,48.47,17.7,6.0,0.0,0.0,2.0,50:16,30.0,25.0,82.0,1596.0,,,,,,,,,,,,,,,,,,,,
8479355,Olli Juolevi,2021 - 2022,23-271d,182,"6' 2""",124:33,0.0,0.0,2.0,9.0,10,9.0,0.0,0.0,00:00,122:47,2,0.0,0.0,0.0,0.0,0.0,0.0,01:46,6.0,0.0,0.0,184.0,,,,,,,,,,,,,,,,,,,,
8479523,Lucas Carlsson,2021 - 2022,24-210d,189,"6' 0""",508:27,6.0,3.0,10.0,41.0,40,39.0,0.0,0.0,03:11,500:19,10,0.0,7.3,0.0,0.0,0.0,0.0,04:57,29.0,3.0,9.0,732.0,,,,,,,,,,,,,,,,,,,,
8479597,Chase Priskie,2021 - 2022,25-317d,185,"6' 0""",56:01,0.0,0.0,2.0,4.0,4,3.0,0.0,0.0,00:56,53:18,2,0.0,0.0,0.0,0.0,0.0,0.0,01:47,3.0,2.0,0.0,79.0,,,,,,,,,,,,,,,,,,,,
8481655,Cole Schwindt,2021 - 2022,20-281d,182,"6' 2""",42:24,0.0,0.0,0.0,3.0,3,5.0,0.0,0.0,00:01,42:23,0,48.39,0.0,0.0,0.0,0.0,0.0,00:00,2.0,-4.0,0.0,53.0,,,,,,,,,,,,,,,,,,,,
8482113,Anton Lundell,2021 - 2022,20-120d,185,"6' 1""",1022:55,26.0,18.0,18.0,125.0,65,26.0,1.0,4.0,44:32,824:16,18,44.65,14.4,4.0,0.0,1.0,4.0,154:07,56.0,33.0,44.0,1371.0,,,,,,,,,,,,,,,,,,,,
8477992,Jonas Johansson,2021 - 2022,26-134d,220,"6' 5""",116:13,,,,,2,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,49.0,3.0,4.0,42.0,4.0,56.0,4.0,0.766,7.74416,2.0,64.0,15.0,75.0,100.0,75.0,0.0
